id,conversation_id,turn_no,speaker,utterance,intent,negotiation_strategy,negotiation_stage,travel_persona
402,383,9,1,"Thanks for your consent, we are adding the Family-Friendly Excursions and Sightseeing Tours to your tour package.",consent_response,strategic-proposal,problem_identification,{}
402,383,10,0,"Thank you for adding the Family-Friendly Excursions and Sightseeing Tours to the tour package. However, I'm afraid my budget is still only $8670. Is there any way we can make it work within that budget?",Negotiate-Price-NoChange,,,"['family adventure expedition', 'sightseeing tours', 'zip lining and aerial adventure course', 'family - friendly excursions', 'alternative option', 'activities', 'accommodation options', 'transportation']"
402,383,10,1,I'm glad we were able to reach an agreement. Thank you for choosing our tour package.,Accept,definitive-decision-making,decision_making,{}
408,1083,1,0,"Hi, I'm very interested in the Capture the Moments Photography Tour. Could you please provide me with more information on the package and its price?",Greet-Ask,,,[]
408,1083,1,1,"'Hello, the Capture the Moments Photography Tour is an amazing package that includes luxurious accommodation, transportation, and delicious meals. It also offers a range of amenities such as photography workshops, drone photography assistance, post-processing and editing sessions, photography gear rental, review sessions, editing space, and photography exhibition visits. All of this is available for a reasonable price of $13200. It's a perfect opportunity for photography enthusiasts to capture stunning moments and enhance their skills.",Greet-Inform,problem-solving,relational_positioning,{}
408,1083,2,0,"I appreciate the offer and the inclusivity of the Capture the Moments Photography Tour package. However, I have a budget of $11453.406157717216 for the tour. Is there any possibility of adjusting the price to fit my budget?",Negotiate-Price-Decrease,,,"['moments photography tour package', 'inclusivity']"
408,1083,2,1,"Sir, I highly recommend adding the amenity Drone Photography Assistance to enhance your tour experience. With this addition, the tour cost would be only $13200. Would you be interested in including this amenity?",Negotiate-Add-X,strategic-proposal,problem_identification,{}
408,1083,3,0,"No, I do not want to add Drone Photography Assistance as an amenity.",provide_consent,,,"['moments photography tour package', 'drone photography assistance', 'inclusivity']"
408,1083,3,1,"Thanks for your consent, we are removing Drone Photography Assistance as an amenity.",consent_response,strategic-proposal,problem_identification,{}
408,1083,4,0,"Thank you for removing the Drone Photography Assistance as an amenity. However, I am still unable to go above my proposed budget of $11453.406157717216. Is there any other way we can adjust the package to meet my budget?",Negotiate-Price-NoChange,,,"['moments photography tour package', 'drone photography assistance', 'inclusivity']"
408,1083,4,1,"Thank you for your consideration, let's finalize the deal.",Accept,definitive-decision-making,decision_making,{}
409,485,1,0,"Hello, I'm really interested in the Beach Resort package. Could you please provide me with more information about the package and its price?",Greet-Ask,,,['beach resort package']
409,485,1,1,"'Hello, the Beach Resort package offers luxurious accommodation, transportation, and meals. It also includes a range of exciting activities such as island excursions, scuba diving, beach games, jet skiing, and access to the kids club. You can also enjoy beachfront lounging and scooter rentals. All of this is available for the price of $21900. It's a perfect opportunity to relax and have fun at a beautiful beach destination.'",Greet-Inform,problem-solving,relational_positioning,{}
409,485,2,0,What kind of accommodation is included in the Beach Resort package?,Ask_Clarification-Y,,,['beach resort package']
409,485,2,1,"The Beach Resort package includes accommodation options which may vary depending on your preferences and budget. Our package offers a range of accommodation options such as luxurious beachfront resorts, cozy beachside villas, or comfortable hotel rooms. We can tailor the accommodation to suit your needs and ensure a comfortable and enjoyable stay at the beach resort.",Provide_Clarification-Y,problem-solving,relational_positioning,{}
409,485,3,0,"Thank you for your offer, but I am specifically looking for a package that includes luxurious beachfront resort accommodation. Can you provide any concessions to meet my budget of $14261?",Negotiate-Price-NoChange,,,"['luxurious beachfront resort accommodation', 'concessions', 'beach resort package']"
409,485,3,1,"Thank you for your interest in our tour package. While we understand your preference for a luxurious beachfront resort accommodation, unfortunately, we are unable to provide any concessions to meet your budget of $14261. Our current package already includes a range of amenities such as scuba diving, beach games, jet skiing, and more. We believe that this package offers great value for the price of $21900 and will provide you with a memorable experience. If you have any other specific requirements or preferences, we would be happy to assist you in finding a suitable alternative within your budget.",Negotiate-Price-NoChange,flexible-pricing,offer_generation,{}
409,485,4,0,"I appreciate your offer, but $14784.31 is the maximum I can afford for this package. Is there any possibility of adjusting the price to meet my budget?",Negotiate-Price-Decrease,,,"['luxurious beachfront resort accommodation', 'concessions', 'beach resort package']"
409,485,4,1,"Thank you for your interest in our tour package. I understand your budget constraints, and I appreciate your offer of $14784.31. I will do my best to accommodate your budget. How about we meet in the middle at $21096.379900976917? This way, we can ensure that you still have a fantastic travel experience within your financial means.",Negotiate-Price-Increase,flexible-pricing,offer_generation,{}
409,485,5,0,"I'm not interested in playing beach games, so please remove the amenity Beach games from the package.",Negotiate-Remove-X,,,"['concessions', 'luxurious beachfront resort accommodation', 'amenity beach games', 'beach games', 'beach resort package']"
409,485,5,1,I understand that you don't want the amenity Beach games. We respect your budget and will recommend an alternative that removes the Beach games from the package. The new price for the tour will be $21096.379900976917.,Negotiate-Remove-Y-Add-X,collaborative-proposal,problem_identification,{}
409,485,6,0,"No, I do not want to add any alternative service.",provide_consent,,,"['concessions', 'luxurious beachfront resort accommodation', 'amenity beach games', 'beach games', 'beach resort package']"
409,485,6,1,Thanks for letting us know. We will not add any alternative service.,consent_response,collaborative-proposal,problem_identification,{}
409,485,7,0,What transportation options are available for Beach Resort?,Ask_Clarification-Y,,,"['transportation options', 'concessions', 'beach resort', 'luxurious beachfront resort accommodation', 'amenity beach games', 'beach games', 'beach resort package']"
409,485,7,1,The transportation options available for the Beach Resort package include Transportation Transportation Transportation.,Provide_Clarification-Y,problem-solving,problem_identification,{}
409,485,8,0,Is it possible to remove some of the transportation options to reduce the cost?,Negotiate-Price-NoChange,,,"['transportation options', 'concessions', 'beach resort', 'luxurious beachfront resort accommodation', 'amenity beach games', 'beach games', 'beach resort package']"
409,485,8,1,"Certainly, we can customize the package according to your preferences. By removing some of the transportation options, we can reduce the cost to $18000. Let me know which transportation services you would like to remove, and I will provide you with the updated package details.",Negotiate-Price-NoChange,flexible-pricing,problem_identification,{}
409,485,9,0,"Yes, please customize the package and remove the transportation options that will reduce the cost to $18000.",provide_consent,,,"['transportation options', 'concessions', 'beach resort', 'luxurious beachfront resort accommodation', 'amenity beach games', 'beach games', 'beach resort package']"
409,485,9,1,Thanks for your consent. We will customize the package and remove the transportation options to reduce the cost to $18000 for you.,consent_response,collaborative-proposal,problem_identification,{}
409,485,10,1,"Great choice! After adding the Scuba Diving amenity, the tour package cost will be $18006.38.",Negotiate-Add-X,strategic-proposal,problem_identification,{}
409,485,11,0,"I'm sorry, but I can't go beyond my budget of $15694.31. Is there any way we can adjust the package to fit within that range?",Negotiate-Price-NoChange,,,"['transportation options', 'concessions', 'beach resort', 'luxurious beachfront resort accommodation', 'amenity beach games', 'beach games', 'beach resort package']"
409,485,11,1,Thank you for considering our tour package. Let's finalize the deal.,Accept,definitive-decision-making,decision_making,{}
412,1092,1,0,Hi there! I'm really interested in purchasing the Family Adventure Expedition: Fun for Everyone package. Could you please provide me with more details about the package and its price?,Greet-Ask,,,['family adventure expedition']
412,1092,1,1,"'Hello! The Family Adventure Expedition: Fun for Everyone package offers a range of exciting services and amenities for the whole family to enjoy. You will have comfortable accommodation, convenient transportation, and delicious meals included in the package. Additionally, you can look forward to family-friendly excursions and sightseeing tours, children's activity programs with professional supervision, photography services to capture those special family moments, and thrilling activities such as white water rafting, zip lining and aerial adventure, nature hiking, and wildlife exploration. All of this is available at a great price of $8500. It's the perfect package for an unforgettable family adventure!'",Greet-Inform,problem-solving,relational_positioning,{}
412,1092,2,0,I would like to add Family-Friendly Excursions and Sightseeing Tours as an amenity to the package because I will be traveling with my family and we would like activities suitable for all ages.,Negotiate-Add-X,,,"['family - friendly excursions', 'family adventure expedition', 'sightseeing tours', 'activities']"
412,1092,2,1,"Absolutely, adding the amenity Family-Friendly Excursions and Sightseeing Tours is a great choice for your family. The final cost of the tour package would be $9250.",Negotiate-Add-X,strategic-proposal,problem_identification,{}
412,1092,3,0,Could you provide me with the price of the tour package?,Ask_Price,,,"['family - friendly excursions', 'family adventure expedition', 'sightseeing tours', 'activities']"
412,1092,3,1,The package will cost you $9250.,Tell_Price,problem-solving,problem_identification,{}
412,1092,4,0,Can you please provide details about the accommodation options included in the Family Adventure Expedition: Fun for Everyone package?,Ask_Clarification-Y,,,"['family adventure expedition', 'sightseeing tours', 'activities', 'family - friendly excursions', 'accommodation options']"
412,1092,4,1,"The Family Adventure Expedition: Fun for Everyone package offers various accommodation options to suit your needs. You will have multiple choices for accommodation, ranging from comfortable hotels to cozy cottages or even luxury resorts. These options are carefully selected to ensure that families have a comfortable and enjoyable stay during their adventure expedition.",Provide_Clarification-Y,problem-solving,problem_identification,{}
412,1092,5,0,I would like to remove the amenity Family-Friendly Excursions and Sightseeing Tours from the package as it does not suit my preferences.,Negotiate-Remove-X,,,"['family adventure expedition', 'sightseeing tours', 'activities', 'family - friendly excursions', 'accommodation options']"
412,1092,5,1,"Since your budget is $0, we understand your constraints. We would like to offer you an alternative option which is a Zip lining and Aerial Adventure Course. This will bring down the cost of the tour to $9250.",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
412,1092,6,0,"Yes, I would like to add the Zip lining and Aerial Adventure Course as an alternative option.",provide_consent,,,"['zip lining and aerial adventure course', 'alternative option', 'family adventure expedition', 'sightseeing tours', 'activities', 'family - friendly excursions', 'accommodation options']"
412,1092,6,1,"Thanks for your consent, we are adding Zip lining and Aerial Adventure Course as an alternative option.",consent_response,strategic-proposal,problem_identification,{}
412,1092,7,0,What kind of transportation is provided in the Family Adventure Expedition: Fun for Everyone package?,Ask_Clarification-Y,,,"['family adventure expedition', 'sightseeing tours', 'zip lining and aerial adventure course', 'family - friendly excursions', 'alternative option', 'activities', 'accommodation options', 'transportation']"
412,1092,7,1,'Transportation is provided in the form of comfortable vehicles for the entire family.',Provide_Clarification-Y,problem-solving,problem_identification,{}
412,1092,8,0,"That's great to hear that transportation is included. However, I still cannot go beyond my proposed budget of $7920 for the tour package.",Negotiate-Price-NoChange,,,"['family adventure expedition', 'sightseeing tours', 'zip lining and aerial adventure course', 'family - friendly excursions', 'alternative option', 'activities', 'accommodation options', 'transportation']"
412,1092,8,1,"Sir, I highly recommend adding the amenity of Family-Friendly Excursions and Sightseeing Tours, which will increase the tour cost to $8650. This addition will provide you and your family with unforgettable experiences and memories. Would you be interested in including this amenity in your tour package?",Negotiate-Add-X,strategic-proposal,problem_identification,{}
412,1092,9,0,"Yes, I would like to add the Family-Friendly Excursions and Sightseeing Tours to my tour package.",provide_consent,,,"['family adventure expedition', 'sightseeing tours', 'zip lining and aerial adventure course', 'family - friendly excursions', 'alternative option', 'activities', 'accommodation options', 'transportation']"
412,1092,9,1,"Thanks for your consent, we are adding the Family-Friendly Excursions and Sightseeing Tours to your tour package.",consent_response,strategic-proposal,problem_identification,{}
412,1092,10,0,"Thank you for adding the Family-Friendly Excursions and Sightseeing Tours to the tour package. However, I'm afraid my budget is still only $8670. Is there any way we can make it work within that budget?",Negotiate-Price-NoChange,,,"['family adventure expedition', 'sightseeing tours', 'zip lining and aerial adventure course', 'family - friendly excursions', 'alternative option', 'activities', 'accommodation options', 'transportation']"
412,1092,10,1,I'm glad we were able to reach an agreement. Thank you for choosing our tour package.,Accept,definitive-decision-making,decision_making,{}
414,677,1,0,What about Casino Package in Cruise Package ,Ask_Clarification-Y,,,"['cruise package', 'casino package']"
414,677,1,1,"Sir, here Casino Package will be covering some of the famous casinos and gambling activities which will include: ",Provide_Clarification-Y,problem-solving,offer_generation,{}
414,677,2,0,Could you tell me about accommodation facility in Cruise Package ,Ask_Clarification-Y,,,"['accommodation facility', 'cruise package', 'casino package']"
414,677,2,1,"Majestic Mountains Retreat - Hill Station Tour is the package which have a luxurious beachfront resort, for accommodation ",Provide_Clarification-Y,problem-solving,offer_generation,{}
414,677,3,0,Is there any transfer option for Cruise Package ,Ask_Clarification-Y,,,"['casino package', 'accommodation facility', 'transfer option', 'cruise package']"
414,677,3,1,"Yes, you are getting transfer services from cruise ship and can take the return transfer after 3 Days to the cruise ship. ",Provide_Clarification-Y,problem-solving,problem_identification,{}
414,677,4,0,May I know the total cost of the package? ,Ask_Price,,,"['casino package', 'accommodation facility', 'transfer option', 'cruise package']"
414,677,4,1,The packaqge will cost you $23500? ,Tell_Price,problem-solving,problem_identification,{}
414,677,5,0,"Sorry, this is very pricey, I can only pay $203000, Please work for this budget? ",Negotiate-Price-Decrease,,,"['casino package', 'accommodation facility', 'transfer option', 'cruise package']"
414,677,5,1,"Sir, You can also add Kids game room to reduce the cost of tour package to $ 23,500. Would you like to? ",Negotiate-Add-X,strategic-proposal,problem_identification,{}
414,677,6,0,"Ok, I would also like to add the kids game room ",provide_consent,,,"['casino package', 'kids game room', 'accommodation facility', 'transfer option', 'cruise package']"
414,677,6,1,"Thanks for your consent, we are adding the amenity Kids game room ",consent_response,strategic-proposal,problem_identification,{}
414,677,7,0,eat... ,Negotiate-Price-NoChange,,,"['casino package', 'kids game room', 'accommodation facility', 'transfer option', 'cruise package']"
414,677,7,1,"I need some time to think about it, thanks ",Accept,definitive-decision-making,decision_making,{}
416,284,1,0,"Hello, I am interested in buying the Adventure Trekking Expedition package. Can you provide me with details about the package and also the price?",Greet-Ask,,,['adventure trekking expedition package']
416,284,1,1,"'Hello, the Adventure Trekking Expedition package offers guided trekking, camping accommodation, meals, transportation, and amenities like camping gear and photography equipment rental. It also includes porter services for carrying heavy bags and transportation to and from the trekking location. The price for this package is $30800.'",Greet-Inform,problem-solving,relational_positioning,{}
416,284,2,0,"I appreciate the details of the package, but my proposed budget is $23442. Is there any possibility of adjusting the price to meet my budget?",Negotiate-Price-NoChange,,,['adventure trekking expedition package']
416,284,2,1,"Thank you for your interest in our package and for providing your proposed budget. While we understand your budget constraints, we have carefully considered all the inclusions and quality of services in this package and the best price we can offer is $29669.794563931006. We believe this price is fair given the value and experience you will receive.",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
416,284,3,0,I don't require porter services as I can manage my own heavy bags. Please remove the amenity porter services from the package.,Negotiate-Remove-X,,,"['amenity porter services', 'own heavy bags', 'adventure trekking expedition package', 'porter services']"
416,284,3,1,"As per your request, we will remove the amenity of porter services from the package. However, since your budget is $0, we understand that you are looking for a lower-priced option. We can provide you with transportation to and from the trekking location at a cost of $29669.79.",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
416,284,4,0,"No, I do not want to add transportation to and from the trekking location. Thank you.",provide_consent,,,"['amenity porter services', 'transportation', 'own heavy bags', 'adventure trekking expedition package', 'porter services', 'trekking location']"
416,284,4,1,"Thanks for your consent, we will not add transportation to and from the trekking location.",consent_response,strategic-proposal,problem_identification,{}
416,284,5,0,"I appreciate your willingness to accommodate my budget. However, transportation to and from the trekking location is an essential part of the package for me. Is there any way we can find a solution to include it within my proposed budget of $20442?",Negotiate-Price-NoChange,,,"['own heavy bags', 'adventure trekking expedition package', 'porter services', 'solution', 'amenity porter services', 'transportation', 'trekking location']"
416,284,5,1,I'm glad we could agree on the tour package. Thank you for choosing us.,Accept,definitive-decision-making,decision_making,{}
419,1217,1,0,Hi there! I'm really interested in the Adventure Trekking Expedition package. Can you please provide me with some details about the package and its pricing?,Greet-Ask,,,['adventure trekking expedition package']
419,1217,1,1,"""Hello! The Adventure Trekking Expedition package offers a variety of services and amenities for a thrilling adventure. It includes accommodation, transportation, and meals for the duration of the trek. You will also have the support of experienced guides who will lead you on exciting treks and provide assistance along the way. Additionally, you will have the opportunity to rent camping equipment, relax in hot springs, visit cultural villages, and participate in various adventure activities.  All of this is available at a great price of $17600. It's the perfect package for those seeking an unforgettable adventure in the great outdoors!""",Greet-Inform,problem-solving,relational_positioning,{}
419,1217,2,0,"The Adventure Trekking Expedition package sounds amazing, but I'm afraid $17600 is beyond my budget. Can we possibly discuss a price closer to $14559.344322862109?",Negotiate-Price-Decrease,,,['adventure trekking expedition package']
419,1217,2,1,"I understand that the original price of $17600 may be a bit over your budget. However, considering the amazing experiences and services included in the Adventure Trekking Expedition package, I would recommend a revised budget of $15500. This would allow you to enjoy all the accommodations, transportation, meals, guided treks, and amenities without compromising on the quality of your trip.",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
419,1217,3,0,"Thank you for understanding my budget constraints. I appreciate your recommendation of $15500, but I can only go up to $14962.239193277508 for this Adventure Trekking Expedition package.",Negotiate-Price-Decrease,,,"['adventure trekking expedition package', 'recommendation']"
419,1217,3,1,"Sir, I highly recommend adding the amenity of Local guides, which will enhance your tour experience. With the inclusion of Local guides, the tour cost would be $17600. Would you be interested in adding this to your package?",Negotiate-Add-X,strategic-proposal,problem_identification,{}
419,1217,4,0,"No, I do not want to add the amenity of Local guides.",provide_consent,,,"['local guides', 'adventure trekking expedition package', 'recommendation']"
419,1217,4,1,"Thanks for your consent, we are removing the amenity of Local guides.",consent_response,strategic-proposal,problem_identification,{}
419,1217,5,0,"Thank you for considering my proposal. However, I was hoping to have the amenity of Local guides included in the package. Is there any way we can keep it within my proposed budget of $14962.239193277508?",Negotiate-Price-NoChange,,,"['local guides', 'adventure trekking expedition package', 'recommendation']"
419,1217,5,1,Thank you for choosing our tour package. Let's proceed with the deal.,Accept,definitive-decision-making,decision_making,{}
424,1176,1,0,Could you tell me what kind of Photograhy Exhibitions we got in Capture the Moments Photography Tour ,Ask_Clarification-Y,,,"['photograhy exhibitions', 'moments photography']"
424,1176,1,1,You can capture the best moment during your travel and in this package you can visit famous places in India and for photography ,Provide_Clarification-Y,problem-solving,problem_identification,{}
424,1176,2,0,I am not interested in editing photographs and I don't want to spend money on it ,Negotiate-Remove-X,,,"['photograhy exhibitions', 'photographs', 'moments photography']"
424,1176,2,1,We are proposing budget for tour package $15000 ,Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
424,1176,3,0,How far from my location  do you provide transportation? ,provide_consent,,,"['location', 'photographs', 'moments photography', 'transportation', 'photograhy exhibitions']"
424,1176,3,1,"Thanks for your consent, We provide transportation of 6 miles from your location. ",consent_response,strategic-proposal,problem_identification,{}
424,1176,4,0,"I like to capture picture, please add Drone Photography Assistance in the package ",Negotiate-Add-X,,,"['drone photography assistance', 'location', 'photographs', 'moments photography', 'transportation', 'photograhy exhibitions']"
424,1176,4,1,"Ok, Thanks for adding Drone Photography Assistance in the package, package cost is $14000 ",Negotiate-Add-X,strategic-proposal,problem_identification,{}
424,1176,5,0,"You are right, please do not add that, only Drone Photography Assistance package cost is $14000, budget is $11500 ",Negotiate-Price-Decrease,,,"['drone photography assistance', 'location', 'only drone photography assistance package cost', 'photographs', 'moments photography', 'transportation', 'photograhy exhibitions']"
424,1176,5,1,I understand that you are looking for a tour package which have facilities like Accommodation Accommodation Accommodation Transportation Transportation Meals Meals Meals Photography Workshops Photography Workshops Photography Workshops and which have amenities and updated amenities which is same as above. ,Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
424,1176,6,0,"It's ok, I will pay this much and I will look elsewhere for a tour package ",Negotiate-Price-NoChange,,,"['drone photography assistance', 'location', 'only drone photography assistance package cost', 'photographs', 'moments photography', 'transportation', 'photograhy exhibitions']"
424,1176,6,1,"We have a budgeted tour Package of $14000, will you reconsider it, ",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
424,1176,7,0,"Yes, I will reconsider if you can replace the service Treehouse with Lodge? ",provide_consent,,,"['drone photography assistance', 'location', 'only drone photography assistance package cost', 'photographs', 'moments photography', 'transportation', 'photograhy exhibitions', 'service treehouse']"
424,1176,7,1,There is no another service of lodge which will be more affordable for you than Treehouse ,consent_response,strategic-proposal,offer_generation,{}
424,1176,8,0,"Thanks, for such a great package, let's wrap up ",Accept,,,"['drone photography assistance', 'location', 'only drone photography assistance package cost', 'photographs', 'moments photography', 'transportation', 'photograhy exhibitions', 'service treehouse']"
424,1176,8,1,"I will confirm the deal, thanks ",Acknowledge acceptance,no-strategy,relational_positioning,{}
433,374,1,0,"Good day! I'm really interested in purchasing the Capture the Moments Photography Tour, please provide me with details of the package and its cost. Thank you!",Greet-Ask,,,['moments photography tour']
433,374,1,1,"Hello! The Capture the Moments Photography Tour package is perfect for photography enthusiasts like yourself. It includes accommodation, transportation, meals, photography workshops, drone photography assistance, post-processing and editing sessions, photography gear rental, review sessions, editing space, and photography exhibition visits. All of this is available to you for the price of $13200. It's a fantastic opportunity to capture stunning moments and enhance your photography skills.",Greet-Inform,problem-solving,relational_positioning,{}
433,374,2,0,Could you please provide me with the total cost of the tour package?,Ask_Price,,,['moments photography tour']
433,374,2,1,The package will cost you $13200?,Tell_Price,problem-solving,problem_identification,{}
433,374,3,0,I want to add the amenity Drone Photography Assistance so I can capture aerial shots during my tour.,Negotiate-Add-X,,,"['amenity drone photography assistance', 'moments photography tour']"
433,374,3,1,"Absolutely, adding the amenity Drone Photography Assistance will enhance your tour experience and the final cost will be $14200.",Negotiate-Add-X,strategic-proposal,problem_identification,{}
433,374,4,0,I would like to remove the amenity Drone Photography Assistance from the package as I am not interested in using a drone for photography during the tour.,Negotiate-Remove-X,,,"['amenity drone photography assistance', 'photography', 'moments photography tour', 'drone']"
433,374,4,1,"I understand that you want to remove the amenity Drone Photography Assistance, as you are not interested in using a drone for photography during the tour. If your budget is $0, we respect that and will recommend a low-budget alternative which is the Review Sessions. This alternative will lower the price of the tour to $14200.",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
433,374,5,0,"No, I do not want to add the Review Sessions as an alternative service.",provide_consent,,,"['amenity drone photography assistance', 'photography', 'moments photography tour', 'review sessions', 'drone']"
433,374,6,0,"I'm sorry, but $11362.176999328447 is the maximum budget I have for this tour package. Is there any way we can make it work within that range?",Negotiate-Price-Decrease,,,"['amenity drone photography assistance', 'photography', 'moments photography tour', 'review sessions', 'drone']"
433,374,6,1,"Sir, I would like to recommend the amenity Drone Photography Assistance, which would add to the tour cost a total of $13200. Would you be interested in adding this to your tour package?",Negotiate-Add-X,strategic-proposal,problem_identification,{}
433,374,7,0,"No, I do not wish to add Drone Photography Assistance to my tour package.",provide_consent,,,"['amenity drone photography assistance', 'photography', 'moments photography tour', 'drone photography assistance', 'review sessions', 'drone']"
433,374,7,1,"Thanks for your consent, we are removing Drone Photography Assistance as a service.",consent_response,strategic-proposal,problem_identification,{}
433,374,8,0,"Thank you for removing the Drone Photography Assistance service. However, I still cannot go beyond my proposed budget of $11362.176999328447.",Negotiate-Price-NoChange,,,"['amenity drone photography assistance', 'photography', 'moments photography tour', 'drone photography assistance service', 'drone photography assistance', 'review sessions', 'drone']"
433,374,8,1,Thank you for choosing our tour package. Let's proceed with closing the deal.,Accept,definitive-decision-making,decision_making,{}
439,506,1,0,"Hi there, I'm really interested in purchasing the Beach Getaway package. Could you please provide me with information about the package and its price?",Greet-Ask,,,"['information', 'beach getaway package']"
439,506,1,1,"'Absolutely! The Beach Getaway package is perfect for those looking for a fun and relaxing beach vacation. It includes beachside accommodation, meals, and a wide range of water sports activities such as snorkeling, diving, and surfing. You can also enjoy sunset cruises, beach bar and refreshments, beach bonfires, and rental of beach umbrellas and chairs. All of this is available for the great price of $11450. Don't miss out on this amazing beach experience!'",Greet-Inform,problem-solving,relational_positioning,{}
439,506,2,0,"I don't plan on doing any water sports, so please remove the amenity for water sports equipment rental.",Negotiate-Remove-X,,,"['water sports equipment rental', 'water sports', 'information', 'beach getaway package']"
439,506,2,1,"I understand that you don't plan on doing any water sports, so we can remove the amenity for water sports equipment rental. As an alternative, we can offer you a Beach umbrella rental which will lower down the price of the tour to $11450.",Negotiate-Remove-Y-Add-X,collaborative-proposal,problem_identification,{}
439,506,3,0,"No, I do not want to add a beach umbrella rental.",provide_consent,,,"['water sports equipment rental', 'water sports', 'beach umbrella rental', 'information', 'beach getaway package']"
439,506,3,1,"Thanks for your consent, we will not add a beach umbrella rental.",consent_response,collaborative-proposal,problem_identification,{}
439,506,4,0,That's great to hear! I understand that you won't be adding a beach umbrella rental. Can we proceed with the package at a total cost of $7273?,Negotiate-Price-NoChange,,,"['water sports equipment rental', 'water sports', 'beach umbrella rental', 'information', 'beach getaway package']"
439,506,4,1,I'm happy to inform you that we can proceed with the tour package deal. Thank you for choosing us!,Accept,co-operative-decision-making,decision_making,{}
441,670,1,0,"Hey, I am a beginner, could you tell me about this package ",Greet-Ask,,,[]
441,670,1,1,"Sir, This package offers a wide variety of amenities like Kids game room, Themed Parties, Snorkeling Adventure, Casino, Fine Dining Restaurants this will come in very budget price of $35000. ",Greet-Inform,problem-solving,relational_positioning,{}
441,670,2,0,"Could you tell me what are the accomodation coming with Cruise Package<|endoftext|>##include ""packages/cruise_package.md"" ",Ask_Clarification-Y,,,['cruise']
441,670,2,1,This package is offering services which include Accommodation Accommodation Transportation Transportation Meals Meals Meals Onboard Activities Onboard Activities Excursions Excursions ,Provide_Clarification-Y,problem-solving,offer_generation,{}
441,670,3,0,"I would like to book the package but the price quoted is too high, how much will it be if I reduce the budget to $16400? ",Negotiate-Price-Decrease,,,['cruise']
441,670,3,1,"Sir, We can offer you $22600 package  ",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
441,670,4,0,"Oh! that's great, that's too low than I expected, let me buy this package. ",Negotiate-Price-Decrease,,,['cruise']
441,670,4,1,"So in case it happens in future, my advice to you will be, never give concession in price, but increase the price. ",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
441,670,5,0,Tell me what about transportation for Cruise Package ,Ask_Clarification-Y,,,"['transportation', 'cruise package', 'cruise']"
441,670,5,1,"The package is providing transportation from cruise ship's dock to hotels, resorts or the city as per your need. ",Provide_Clarification-Y,problem-solving,problem_identification,{}
441,670,6,0,"I dislike the Snorkeling Adventure, please remove Snorkeling Adventure ",Negotiate-Remove-X,,,"['transportation', 'cruise package', 'snorkeling adventure', 'cruise']"
441,670,6,1," you cannot afford more than $0 we respect your budget, therefore we will recommend you a better budget option for accommodation that is Casino by which whole package will cost you only $21900 ",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
441,670,7,0,"No thanks, I am fine with this hotel. ",provide_consent,,,"['transportation', 'cruise package', 'snorkeling adventure', 'cruise']"
441,670,7,1,"Thanks for your consent, we are adding deep dive hotel as a amenity ",consent_response,strategic-proposal,problem_identification,{}
441,670,8,0,n this be provided as a add on amenity<|endoftext|># ,Negotiate-Price-NoChange,,,"['transportation', 'cruise package', 'snorkeling adventure', 'cruise']"
441,670,8,1,"is package is suitable for couples and families, I'm unable to provide amenities at your budget, please look for other package with your budget ",Negotiate-Price-NoChange,firm-pricing,problem_identification,{}
441,670,9,0,Tell me the meals provided in Cruise Package ,Ask_Clarification-Y,,,"['snorkeling adventure', 'cruise', 'transportation', 'cruise package', 'meals']"
441,670,9,1,"ir, the package is offering services which include Accommodation, Transportation, Meals, Onboard Activities, Excursions which will provide you lots adventurous joy and life thrilling experience. ",Provide_Clarification-Y,problem-solving,offer_generation,{}
441,670,10,0,"I have kids, please add Kids game room amenity in the package ",Negotiate-Add-X,,,"['snorkeling adventure', 'cruise', 'kids', 'transportation', 'cruise package', 'kids game room amenity', 'meals']"
441,670,10,1,"Dear Sir, Thanks for your time but we cannot go to lower budget ",Reject,definitive-decision-making,decision_making,{}
444,1046,1,0,"Hi there, I'm keen on purchasing the Historical Architecture Tour package. Could you please provide me with information about the package and its price?",Greet-Ask,,,"['historical architecture tour package', 'information']"
444,1046,1,1,"'Hello, the Historical Architecture Tour package offers accommodation, transportation, meals, guided tours, architectural walks, and amenities like historical reenactment, interactive exhibits, virtual reality experiences, historical guidebook, audio tour, and architectural photography. The package is priced at $24800.",Greet-Inform,problem-solving,relational_positioning,{}
444,1046,2,0,I am interested in trying out Virtual Reality experiences. Can you please add that to the package?,Negotiate-Add-X,,,"['virtual reality experiences', 'historical architecture tour package', 'information']"
444,1046,2,1,"Absolutely, adding the amenity Virtual Reality experiences will enhance your tour. The final cost of the package is $25300.",Negotiate-Add-X,strategic-proposal,problem_identification,{}
